"text","sentiment"
"Came from Chicago on vacation, a friend recommend this place. I order a steak burrito with cheese, beans and tomatoes. THEY FORGOT ADD THE MEAT! 

Need i say more....

Sadly disappointed",-0.126
"Very disappointed, I bought two gift cards for this place from restaurants.com and was told to refund them. Not given an option to use at least one or anything. Such a shame I drove from quite far just for them.
I was going to spend more than the gift cards I had purchased because I was buying for a lot of people. But oh well ‍ I just think it's not really good customer service on their part regardless their issues with restaurant.com",-0.2803
"This place is the worst Mexican food EVER!! I would have rather gone to Taco Bell!! Horrible horrible horrible....DO NOT GO HERE!!!",-0.9227
"Don't waste your time or money. I am a huge Chipotle fan but I wanted to try something different so my boyfriend and I went to Lime for a lunch date. The food was TERRIBLE. The food had no flavor whatsoever, I got the steak salad and my bf got the steak burrito. The steak was bad quality and overcooked. The salsa bar is only there to overcompensate for the bad food. The only reason I gave this place a star was because the girl at the front desk was very pleasant and patient with us while we decided what we wanted.",-0.8932
"First time eating at this location.  Have to agree with another review in that the staff was terribly inattentive from the time we walked in the door.  Now the food.  One word - bland.  I got the carnitas burrito with guac.  Portion size was fine, but the taste was just incredibly underwhelming - totally absent of spice & everything else that makes ""southwest"" food stand out.  Blah... we won't eat at Moe's again.",-0.0387
"If there was an Olive Garden for Mexican food this would be it. Nothing was subtle: loud, over the top presentations with creams drizzled zig zag, cotija cheese on everything, sauces that either under delivered (salsa) or were way too cloying to eat (the piquin sauce mixed with tomatillos in the heavy, salty short rib overpriced -$26-entree mess). Please have chefs visit the much more modest El Puerto in Ybor City for a master class lesson in making black beans. I mean, how do you ruin this? When you see a menu that has 6-7 times more items on the tequila choices than the food choices, you can see where this place's priorities are.",-0.1779
"Service was horrible, took so long he brought another basket of chips--for 2 people. As a Mexican restaurant they should be ashamed to see a chile releno  that was a blob of cheese with one strip of pepper on top. Ennchilas and burritos tasted the same.",-0.7003
"I've been to many fuzzies and all have been great. However, this one is just awful. Waited for my food 20 minutes after ordering. Line was not long. My order was a simple 2 shrimp tempura with re fried beans and mix mex rice. Workers in the back were chattering and lounging. Tacos had about 5 shredded pieces of lettuce, burnt shrimp tempura, 3/4 strings of cheese. For a 20 minute wait and the worst fuzzy taco I've ever received, I will not be returning.",-0.4588
"I stop by today steering lunch which is the busiest time and they are only accepting cash in the drive-through line. But there's no sign and you cannot back up. It was a complete waste of time and Julio the manager was doing nothing too correct the situation. The drive through clerk Said you can come in and they'll take your card. Haha Disaster in the drive-through",-0.8381
"Everything about this place is disappointing. Drinks: house margarita does not come with salt. The sangria was served with a crusty looking  strawberry. Appetizers: the ahi poke bowl, served with an old avocado and cucumbers. And the tuna looked rotten (friend sent back).  Entrees: salad bowl was served with refried beans which was not listed on the menu. And the beans were not in the bowl it was spread on the bottom of the plate. I almost thought the salad bowl was served on a dirty plate. I wouldn't be surprised at this point.  The chicken burrito was filled with rice and very little chicken. The sauce was drizzled on the outside which made it very difficult to eat or impossible to hold.  Very disappointing food. I would not recommend this joint.",-0.9529
